Date,Open,High,Low,Close,Volume
2021-02-19,932.7081388605912,954.4501576444582,931.030412526974,943.2730712890625,23403483
2021-02-26,943.1369681625139,975.7840397521635,904.5726539395146,945.7669677734375,2380433525644108108076633485569337481215
2021-03-05,956.8306484903325,992.9918242849485,935.2019693603648,987.890625,1768076417150760319244612143575425511666
2021-03-12,983.2657240329895,1012.0132716669716,963.042608072978,969.254638671875,19506841151544841151935816864952
2021-03-19,970.3656071763525,974.3784296324053,899.0634664039354,944.0438232421875,1669809913873801192102362064748041787429
2021-03-26,939.0561589834671,956.6038970524451,894.9373462222738,904.4367065429688,1857247817421165168228142200164820180202
2021-04-02,910.4899757979094,929.4886608125947,903.0310289019577,916.77001953125,204417011625079611723312
2021-04-09,918.1756892265367,928.128402781999,889.6775482799965,898.723388671875,1487509914009194242663531536918814037885
2021-04-16,888.271878488836,889.3601188333347,861.632807894605,876.0745239257812,20901482194111891972371615656948
2021-04-23,863.3330044240357,870.1346024372397,850.9544197704057,863.491943359375,18478808172036681449095411828857
2021-04-30,870.5880540621903,927.0401972486708,866.7338471259807,904.3685913085938,2084677819992524171224371741260619828769
2021-05-07,891.4458771331132,897.340497401844,864.51205875474,875.9158325195312,2364018621849830123936091462466612288548
2021-05-14,879.2032403073009,882.7399763357812,864.2399737584975,878.432373046875,13941237134782641317796113291616
2021-05-21,878.4323799585411,914.3214965481937,875.3036666921718,908.018798828125,1187307812064918163170021142253210785605
2021-05-28,910.4898321542495,954.472815743996,888.7252453359569,949.8478393554688,85517601478010274802042681929456469931
2021-06-04,953.1124880356037,998.4556475299046,945.4268620793822,993.2412109375,5912414228013832246301622397425714468646
2021-06-11,998.4556127916534,1016.5928305525485,978.4819302316137,1007.0098876953125,163365739674735114091611415565313762778
2021-06-18,1007.851639479133,1035.106763332947,1003.6882448935254,1012.697509765625,2033243615174215107973491574597529369026
2021-06-25,1002.6189877915085,979.868355835384,1001.0947014517697,957.5499877929688,1218644812871913166539519146197555355022
2021-07-02,965.535542609245,970.4951632609226,946.8800342020979,968.7433471679688,2027704227144063197628581253440714086620
2021-07-09,972.1104477919255,979.8911687487861,940.1003484340649,942.4208984375,117022871007012410454892111854609037675
2021-07-16,946.3111816946794,962.2367066615387,943.9223909587707,961.1674194335938,85852926717133853254494483568828185
2021-07-23,955.5252925444601,971.2004383163171,948.2450375383125,958.1188354492188,8354449674146479723979937030
2021-07-30,959.1653976108203,965.0805075916205,917.4179602018662,926.0859985351562,1238966810824523128978481376573811350608
2021-08-06,934.7312372274596,980.4598768953389,928.7478263645152,950.5429077148438,1092510411817299131698002125207816620987
2021-08-13,946.8800509816786,978.2303606065249,940.282351981684,976.2965087890625,7494143119191989184963813761212780901
2021-08-20,977.980105672493,995.0203194571639,968.3338340297282,977.4796142578125,2193544412658169100758609426282
2021-08-27,989.1961455676026,997.3863978639248,1003.3014677332652,1013.4937133789062,985439511864472133805591858961610480636
2021-09-03,1023.7771290070833,1089.753849755498,1017.7709708130757,1086.7962646484375,140270622648546311145486995677030664428
2021-09-10,1097.944051619568,1128.4299004209945,1095.054658449374,1103.67724609375,3364171017349882143016518963249
2021-09-17,1107.0443192185294,1117.441336518829,1076.5584984650136,1087.72900390625,16311160890835690710751344888234882133
2021-09-24,1079.3339306750968,1140.0097493661463,1078.3784384748346,1129.658203125,117798199915736109959121574839715192163
2021-10-01,1131.6149158288965,1169.38083570803,1126.2912870102596,1148.3138427734375,15373834180352589719875135906548958928
2021-10-08,1161.645680951927,1221.4343385648037,1154.38820045178,1215.450927734375,109185521353363410258881633666515772493
2021-10-15,1229.1694349795048,1237.6326239992216,1201.800425485858,1228.7144775390625,14768666668201199597628623469
2021-10-22,1214.2449704528303,1251.8972908980181,1184.487275783306,1195.49853515625,135944798833409127105702083166911027475
2021-10-29,1219.4322268467454,1219.4322268467454,1138.3037421282204,1154.0244140625,1719841797501789896298988618114233025
2021-11-05,1154.0243384080532,1163.0108284889366,1119.7845647630193,1137.0068359375,1548111410569130119894301705656
2021-11-12,1146.3572476973713,1182.4626105860948,1117.6915164906068,1179.8917236328125,203371831568249710253470107224788712341
2021-11-19,1183.0312646799675,1184.03237124433,1114.8022082606076,1125.3812255859375,480326911337581102020298505625
2021-11-26,1108.4548007788628,1138.4400635861748,1050.6227346718351,1097.7620849609375,2412430725326999168202964240193615763138
2021-12-03,1109.819891228915,1137.530130735484,1086.9555172716214,1095.7825927734375,2432535432172299101046101272041119222481
2021-12-10,1099.309066908383,1126.1093048249602,1072.5315739182363,1118.851806640625,10332254112351228744178132135478364414
2021-12-17,1125.4723509045855,1125.7453143246432,1055.6277943848347,1064.932861328125,12901733129915239366969976127921049821
2021-12-24,1054.6494737766875,1088.3887407376528,1022.4573675126571,1079.652587890625,14325846128365611765854390724017886494
2021-12-31,1074.5337382222722,1100.6740785888855,1067.276305271878,1077.53662109375,4017223637461315425312293331719477290
2022-01-07,1076.1034905748938,1127.0649046036285,1075.4437086416906,1108.4093017578125,542161110847728116438131444742213112115
2022-01-14,1115.6895654128748,1168.1522095010407,1099.3318598320666,1155.275390625,924673116205164148004421185671219930176
2022-01-21,1154.82047798332,1167.1057561240766,1115.6894383611236,1127.451416015625,8036453621502997554851649448613338594
2022-01-28,1126.1547030087693,1139.6914253053906,1048.802657948011,1062.83984375,21868937245102052002043114667727
2022-02-04,1073.91944662709,1101.402112704543,1056.1284310635565,1060.76953125,121436831320050910017691957283911061241
2022-02-11,1065.638135750538,1090.0723137940836,1048.8026250078512,1081.2906494140625,1071446712060849114862251246449115943370
2022-02-18,1064.841998172486,1117.6915612787002,1052.4428632313213,1103.1312255859375,107196331121267110392840128532526775458
2022-02-25,1097.488880416598,1109.0917498883975,1020.7739713257805,1039.2247314453125,111071931349491473101102484665014570089
2022-03-04,1020.5919703644313,1098.7856965324477,1020.5919703644313,1058.1531982421875,21297446214717861018674810805667
2022-03-11,1036.835909210037,1097.0339575128753,1011.0367738665514,1091.6419677734375,1798331021289374204142281798049312257423
2022-03-18,1086.0682461878607,1136.3468717821495,1065.1148867530296,1129.2032470703125,8340678159257691114982821422098
2022-03-25,1112.0495186610842,1190.3112862889939,1109.7744623583415,1181.142822265625,1199946622557065154621871316826614222488
2022-04-01,1187.581436439095,1223.0724028520565,1176.88868384816,1208.443603515625,9891424868406515811550132237187922880
2022-04-08,1208.2616544203254,1217.157156093152,1164.8307737717014,1190.1522216796875,792916213149870122572151549649915152495
2022-04-15,1183.0311432189874,1200.5719293490686,1158.2331376653574,1161.031494140625,92542091321774210354235
2022-04-22,1152.545489452205,1274.9438501458906,1147.4493300930017,1255.287353515625,997422426141820250722402170863315054154
2022-04-29,1247.825046254362,1299.5828338743643,1211.9928211860372,1269.5975341796875,1706321512227666193389452561407618214862
2022-05-06,1256.7432351242765,1276.5362108883514,1180.0964740571924,1192.4273681640625,9467006192476601721066919649948
2022-05-13,1171.6331985147315,1181.711782557566,1078.3786071325271,1104.1322021484375,1808375219511677166438992049032119308778
2022-05-20,1107.7040627563247,1203.2338502041005,1099.6048242868326,1194.1563720703125,1343791116551828172767881469911821793091
2022-05-27,1197.364082975496,1208.8304783808387,1155.7761439362052,1171.7015380859375,1525275513527818127145441788202316521973
2022-06-03,1189.8564191042008,1281.9281427980586,1180.392243237482,1264.7059326171875,138533987062065397769892212656923939791
2022-06-10,1264.9336309179137,1280.403966122388,1229.2149225576165,1235.016357421875,1109315212358255124792501727830518093057
2022-06-17,1205.7818119372728,1216.1559851600953,1162.1006949883244,1178.4810791015625,1762080314714312111955351711147524457187
2022-06-24,1185.3064592958617,1190.8121849801246,1112.5043100555831,1137.5528564453125,1206679711720049106172061944632314240234
2022-07-01,1157.9828298757552,1190.2659611777156,1076.103462886294,1095.9874267578125,1547452913572847192051462311295981997149
2022-07-08,1082.45079365179,1121.5590649917854,1076.6038647303487,1088.1158447265625,4185772817647327239437262330103319010108
2022-07-15,1081.336087585235,1110.0927598985188,1078.3785026593284,1092.847900390625,138474671077898914224132169703159603210
2022-07-22,1101.584037969047,1156.8679986086788,1088.525123257814,1138.940673828125,1516090816439888239242461652323010969995
2022-07-29,1122.7194053701078,1145.3107190485075,1092.938740621378,1141.829833984375,231104521130328886550861249607315130683
2022-08-05,1146.2435722402156,1191.1078085473182,1140.9881839019702,1153.0003662109375,1570004413917913142509771446712713942438
2022-08-12,1151.6352925910844,1201.8458509440902,1151.6352925910844,1198.0465087890625,1016517810724688819822612650587
2022-08-19,1204.052741070798,1218.3894546289891,1189.1507309375147,1193.213623046875,6607378659596574100359460724
2022-08-26,1194.6517009933089,1218.8459658923068,1180.500282384016,1195.1080322265625,9471680967848410369622787194610742038
2022-09-02,1180.0436382797463,1211.9984634718257,1152.9734784565321,1155.1646728515625,19838975231390541990993912999345
2022-09-09,1155.3929766209455,1191.4561604892992,1155.3929766209455,1172.8768310546875,1132781510899618748850170570778314850
2022-09-16,1173.447281793324,1200.4491194045427,1137.133067391258,1140.8763427734375,7435419888865786782191036560020217708
2022-09-23,1140.876367867208,1158.4514907194557,1112.0714541784876,1113.62353515625,758025484114489207309103081709528051
2022-09-30,1092.8756748841324,1107.460896407162,1054.96372509037,1085.4349365234375,1247952316154822169970591467182718613024
2022-10-07,1091.7117072217247,1118.4166846220046,1078.7015883112226,1110.359619140625,118527238948850133521627714340
2022-10-14,1097.8743645838504,1103.6262649687026,1069.6171531804475,1082.216552734375,63295279215177741710373284929106089
2022-10-21,1075.0495620947684,1153.9550179585947,1069.845490552908,1128.2769775390625,16729355124158201924714287170538243452
2022-10-28,1122.9816380159375,1157.2190279737692,1110.5649536618178,1153.1790771484375,3370033122332411251305917609592
2022-11-04,1159.957944449031,1186.8912175642852,1144.8936213637878,1183.5816650390625,12419943139631668981896669344912575815
2022-11-11,1182.7827614663586,1203.325056528256,1170.0007782161263,1201.4078369140625,1178974811254205596624212310132
2022-11-18,1200.9285232071268,1206.0641314784764,1173.698388022442,1185.818359375,90431127086433971616166614515303197
2022-11-25,1181.413258441568,1198.257788225093,1157.9037056180239,1194.9254150390625,63902686611488641340893894397349922
2022-12-02,1190.9540185279361,1257.6481612150444,1142.1545139312134,1242.652099609375,315274841105891326164986948580111589592
2022-12-09,1238.0187806031995,1240.1871538032585,1187.7357368415526,1191.04541015625,1482853685942458462111775700812655763
2022-12-16,1180.272120443367,1204.6717371538757,1167.7867851451592,1171.1876220703125,947984283333487268947868855115837349
2022-12-23,1178.2177795852808,1201.9555872542346,1137.703712598857,1142.245849609375,772993374675888527550745112210257115
2022-12-30,1147.9748739735228,1176.3916749175478,1137.7721216907048,1162.7880859375,59902425763271745939369306487289476
2023-01-06,1164.066351583663,1177.3048023328713,1143.0674942432397,1158.0863037109375,531617576589329264891136370996349597
2023-01-13,1161.9207528429104,1189.6302560157692,1111.3867843100481,1126.451171875,107227538047142115095531768877320618583
2023-01-20,1128.7791493112115,1137.178689301756,1107.917221092014,1115.0615234375,1362385510751000134482861194005414930286
2023-01-27,1117.960395115449,1125.8120854761514,1055.260418546103,1066.992431640625,10954118164887551238501825830975
2023-02-03,1064.4132886312711,1089.9541811505658,1046.7467660021255,1063.1806640625,2177210322691594193478001366266324699575
2023-02-10,1056.7896118119152,1082.284961068636,1046.7466710224398,1066.6728515625,1483787915135435211603321317276310790445
2023-02-17,1068.2935042806123,1124.7163944448255,1056.1278886860243,1113.9429931640625,1035249314321920335035911726448711809520
2023-02-24,1116.13425652598,1118.3026298698114,1077.9483712962124,1088.15087890625,8836937133115921102433598519109434053
2023-03-03,1087.3750050988056,1092.6019362119685,1056.1734344203933,1088.9271240234375,111997152199403811551145933353514643807
