Date,Open,High,Low,Close,Volume
2021-02-19,2688.217762764799,2713.842774296299,2651.428300406076,2700.39306640625,3725028.0
2021-02-22,2721.6224072152963,2721.6224072152963,2587.255401166751,2600.705322265625,5366696.0
2021-02-23,2610.858896268413,2661.8453662965508,2609.100742129512,2619.825439453125,3832829.0
2021-02-24,2612.617033712622,2640.176185511166,2567.915879169328,2591.607177734375,3774549.0
2021-02-25,2614.375224727476,2663.515547441728,2609.496304030678,2633.099609375,4224073.0
2021-02-26,2602.0673142498813,2612.923998519855,2531.741170621506,2544.31201171875,5553153.0
2021-03-01,2572.178816772049,2606.462813304554,2550.905200308886,2570.596435546875,3265871.0
2021-03-02,2602.067927506961,2659.2079326718103,2591.519003476528,2642.813232421875,3306469.0
2021-03-03,2667.9987284991294,2693.49196181922,2634.505808531232,2689.1845703125,3509857.0
2021-03-04,2657.449345082376,2708.8313445735425,2651.3398038352525,2680.920654296875,3916760.0
2021-03-05,2651.3837403850207,2692.788130737611,2634.241742021742,2644.30712890625,3203686.0
2021-03-08,2651.2965109231404,2666.24082149532,2633.7149690735178,2643.3408203125,2003125.0
2021-03-09,2643.340389623625,2696.0410098074835,2630.2862256983,2682.019775390625,1942397.0
2021-03-10,2703.1616229327706,2719.160780509051,2689.975468674562,2699.601318359375,3053778.0
2021-03-12,2703.16164489604,2740.0828771190104,2673.5807911171387,2688.17333984375,2938317.0
2021-03-15,2673.2731354133907,2724.2596010016764,2673.2731354133907,2695.3818359375,3097083.0
2021-03-16,2689.975543155086,2761.180778120956,2689.975543155086,2733.973388671875,4894756.0
2021-03-17,2729.534329366762,2773.4881833018144,2712.216553840037,2736.52294921875,3838390.0
2021-03-18,2747.950528336439,2765.971605676394,2625.846826743809,2669.317138671875,3656306.0
2021-03-19,2663.603283404112,2724.259595798463,2641.6263586235505,2681.360595703125,5776626.0
2021-03-22,2680.041650108707,2759.817877235905,2653.6253468525542,2751.202880859375,2821646.0
2021-03-23,2760.3014724104632,2785.794702569668,2745.225389387804,2762.587158203125,3305973.0
2021-03-24,2734.984021595591,2771.11416820784,2734.9400248267016,2743.68701171875,2207104.0
2021-03-25,2735.862929607131,2752.2578416304186,2681.184392461588,2694.23876953125,3179786.0
2021-03-26,2716.919226684396,2740.962068326735,2675.0752905252434,2695.953369140625,3697370.0
2021-03-30,2710.194095407423,2802.892712023387,2690.766409978978,2776.6083984375,4694008.0
2021-03-31,2773.487955724415,2817.441806052853,2753.269184573334,2793.574951171875,3530069.0
2021-04-01,2805.222312687547,2826.232164235289,2764.6967827433846,2782.2783203125,4285076.0
2021-04-05,2787.5527106778604,2868.4277814386187,2769.9711735559567,2847.241943359375,5317862.0
2021-04-06,2878.9768984351203,2878.9768984351203,2839.4184372352483,2869.92236328125,2291562.0
2021-04-07,2864.9120307136286,2881.218952486572,2843.638409585986,2875.8125,2491268.0
2021-04-08,2874.581915217592,2931.721922706626,2871.1096038400187,2916.206298828125,2578118.0
2021-04-09,2948.4241211892822,2948.731883972365,2907.986581065637,2920.513427734375,2911129.0
2021-04-12,2920.5136164862206,2934.4470730375683,2824.650224965105,2853.967529296875,3791828.0
2021-04-13,2825.35319397879,2825.35319397879,2701.44734620822,2728.69873046875,8654596.0
2021-04-15,2778.1463352921887,2845.791249238992,2714.105507300417,2829.7041015625,6062760.0
2021-04-16,2838.539556337448,2854.3629419100944,2797.7504704864327,2808.78271484375,3224657.0
2021-04-19,2785.794642666172,2803.3761803289435,2755.994022175126,2779.46533203125,2679106.0
2021-04-20,2835.0229622074467,2835.330724965426,2748.302113102314,2764.30126953125,3141893.0
2021-04-22,2767.334041248242,2767.334041248242,2729.753504315789,2741.6650390625,1988980.0
2021-04-23,2729.534143649376,2741.8412219138177,2717.2710621595616,2733.489990234375,1615309.0
2021-04-26,2726.940887280336,2771.729818106261,2714.633809115576,2725.842041015625,2490260.0
2021-04-27,2730.4130419734797,2756.873344357672,2727.7758110894097,2753.26904296875,1471417.0
2021-04-28,2769.048473918748,2769.971547665992,2735.6875456479106,2746.324462890625,1639037.0
2021-04-29,2765.224751052806,2775.5539060045367,2729.9736768169814,2738.544677734375,1621395.0
2021-04-30,2724.2594341557383,2753.312969915444,2654.8123559697738,2668.56982421875,3072305.0
2021-05-03,2659.1204047780075,2685.580713035325,2640.74777805503,2669.75732421875,1545831.0
2021-05-04,2692.436595324229,2716.347442509376,2667.9982161863936,2680.964599609375,1990777.0
2021-05-05,2698.766406463981,2724.6111845742857,2683.2945653222314,2721.358642578125,1939289.0
2021-05-06,2729.973148964114,2755.026839109172,2702.282228277471,2735.20361328125,1791671.0
2021-05-07,2754.147807986654,2777.7511075730526,2735.51142144039,2754.059814453125,1912540.0
