Date,Open,High,Low,Close,Volume
2021-02-19,1140.983163556862,1143.9762741850557,1123.9930455849908,1136.7576904296875,5389696
2021-02-26,1140.0149640340246,1151.9433489200894,1095.7787599856006,1103.3055419921875,737130366129424537258878822115132388
2021-03-05,1112.1088242428739,1200.6247618326536,1108.3234034706122,1159.1175537109375,5756286104614349056399120419416486176
2021-03-12,1166.2483532735523,1225.14160168725,1159.5578331575844,1210.3082275390625,5119392651817379259849462061
2021-03-19,1206.038876053752,1237.7303276282514,1156.3007556107748,1183.5465087890625,6658635935277176267441096175512767112
2021-03-26,1188.5203483359587,1217.7032708042855,1168.713214286175,1176.2838134765625,48627587165335613430387499944922071
2021-04-02,1185.7034898821278,1232.4484785402813,1176.240046207622,1219.4197998046875,1054638182209875675155
2021-04-09,1224.5253791352843,1280.8659961023566,1221.0040983901074,1268.5855712890625,94795725793571587923456544346052712
2021-04-16,1297.5921547595563,1300.717334887364,1162.0228210258588,1191.733642578125,20384532148552062534249110879878
2021-04-23,1179.6292029840504,1214.577875938815,1171.7063248124512,1174.1712646484375,12508028856076666224467316262
2021-04-30,1172.8067320518805,1209.4718989288547,1162.9031285723656,1192.2615966796875,70886063636115487923454123578354677
2021-05-07,1180.333578593025,1208.7238119609947,1165.6319893117732,1190.67724609375,45603374887060393978848100904991435
2021-05-14,1188.300512330176,1190.9855326292056,1154.364147358403,1158.853759765625,7195348642098852418984824609
2021-05-21,1162.2868369308226,1195.0347596228717,1162.2868369308226,1192.393798828125,50171295620150443587844900924969733
2021-05-28,1194.286553380612,1246.753684003248,1184.1188109576708,1236.89404296875,422537140993406850024153653914261312
2021-06-04,1247.0823823745798,1247.0823823745798,1214.6040597487086,1232.978759765625,44299044791325927227651156454194328
2021-06-11,1237.7394431120204,1291.6624564744493,1225.5489543024312,1287.4803466796875,51545767360630539431734965756140828
2021-06-18,1308.9250691394936,1348.7888851030746,1293.3086864911218,1337.6661376953125,713229454031047661710767795113533974
2021-06-25,1328.500976041739,1404.1355087521981,1320.6705182672051,1400.754150390625,545405264278625529809107851379780240
2021-07-02,1399.59755444848,1415.7031930096216,1372.6358052496723,1395.059326171875,50191785913567605872248143175166064
2021-07-09,1396.2609093070173,1411.9216590381186,1374.4602951004547,1390.699462890625,40583384089574479712033268133436594
2021-07-16,1397.5067165820512,1420.9086167154921,1364.7613001298819,1384.070068359375,458898244561605657716100213556265593
2021-07-23,1374.5045422926073,1422.3769600749592,1368.1424178936406,1415.2138671875,5669162506993978545754179719
2021-07-30,1418.4616079750388,1444.5333838399172,1410.8092246870028,1433.0546875,45867105892859468678846608736234257
2021-08-06,1448.13717442387,1494.8084007547138,1440.7961611531427,1468.380615234375,55533895513668674039154205363754855
2021-08-13,1477.990602575094,1532.714625987303,1464.9992559683262,1523.5494384765625,50184776846517489963956595795612790
2021-08-20,1519.5453491889418,1562.0785768197593,1500.7257088178133,1542.0133056640625,4564109951039066860906206972
2021-08-27,1544.5046130467626,1563.4134691115678,1517.3207316353644,1520.524169921875,61890517602939615325353022486698514
2021-09-03,1515.407839780284,1529.289008639401,1479.4588180715016,1513.272216796875,655966712255438780197468300505339139
2021-09-10,1517.2763118836374,1543.748494999435,1496.8104841372344,1505.21923828125,4876026352034145848963331674
2021-09-17,1497.5666663419925,1529.8227378429513,1490.6260287182015,1504.9525146484375,46623744945167406234432465687454864
2021-09-24,1499.346603247142,1590.9978373584784,1493.0733292037141,1569.5086669921875,56607434672222455389238260908280446
2021-10-01,1573.868704627012,1574.0911595675952,1472.6515799855038,1481.683349609375,50453376557197779254869140315733906
2021-10-08,1488.2235386465702,1540.7229143721906,1479.7703140555798,1533.915771484375,29471544373310427169854761084738376
2021-10-15,1496.6769033100875,1587.082754690168,1478.8806286879972,1526.70849609375,88406337439300710417119655776
2021-10-22,1548.2864281776817,1644.3868947949425,1518.9225180752499,1530.312255859375,1343810910324260587611587796297369809
2021-10-29,1532.3143756306038,1556.756637192978,1491.1342188619528,1497.1488037109375,59052095871709509025953299725875091
2021-11-05,1505.901345498359,1541.7647740148589,1504.5547869181817,1533.9097900390625,363680634717723530713483407
2021-11-12,1553.0311221335432,1600.4746452356892,1528.7930641580485,1598.095703125,52459034016134478036847313495069009
2021-11-19,1599.8012593110454,1623.904843607028,1579.0643450623231,1597.3775634765625,4354074603423347324924326924
2021-11-26,1601.5070006566984,1602.7638105783417,1511.736411257702,1518.6038818359375,66218398436160733306144762604494181
2021-12-03,1518.0201729226908,1603.8860489685592,1498.4053274363978,1558.0133056640625,394277614808963519326455595746754012
2021-12-10,1553.0308366320087,1588.4004967272194,1518.4691677243022,1579.2889404296875,39914494202122302916920821711823469
2021-12-17,1586.2910039483113,1653.5740233084343,1535.3910167263787,1634.5875244140625,404058447681443053149448103118887243
2021-12-24,1617.3964449810487,1683.871529020571,1604.469569535608,1672.8746337890625,57738915353584415642841129333780347
2021-12-31,1669.7326279815125,1714.4383449364482,1656.3119713909696,1694.64404296875,26477333340933323663545847384619420
2022-01-07,1694.6441036073452,1718.2538096972232,1615.8704026708538,1628.70751953125,33296163921999699571964492054834389
2022-01-14,1629.3360934888094,1735.2651732163426,1627.5406818155436,1731.988525390625,785756051422875362535142776307688506
2022-01-21,1740.2474431377093,1754.0272038314308,1594.3255006988436,1603.033203125,52624643690315574777055334638252758
2022-01-28,1584.450758110879,1587.7274062411818,1494.6801391976826,1513.71142578125,711671291376531123173410998502
2022-02-04,1542.2584788669017,1609.4070279547248,1535.2114139423968,1562.995361328125,87888725119935425371738329224700077
2022-02-11,1546.0287449587365,1592.4403790619915,1521.9702974467775,1545.265869140625,43102096053401386724443346307551371
2022-02-18,1517.1227543219873,1575.8773791141023,1506.5747115034765,1532.3387451171875,74596374669915535064239379505602215
2022-02-25,1526.997484746324,1578.3910963789203,1499.6173926642882,1521.2523193359375,512089088785155478811135923799737281
2022-03-04,1510.1204894452117,1558.4171765738909,1494.6799951900482,1547.016357421875,15076542677148973441479074499
2022-03-11,1523.4067415003497,1656.042703365668,1522.5090357009976,1635.6199951171875,9742588109845001019351565471824758657
2022-03-18,1644.1930282991682,1726.557585196572,1642.801439597397,1664.8851318359375,102897247140443523397917731459
