Date,Open,High,Low,Close,Volume
2021-02-19,1140.9832860809256,1143.9763970305332,1123.9931662845763,1136.7578125,5389696.0
2021-02-22,1140.014839088513,1151.9432226672286,1109.2036272212565,1113.78125,7371303.0
2021-02-23,1119.0191594830774,1136.4934957685794,1107.0468250167494,1114.7935791015625,6612942.0
2021-02-24,1109.247430250637,1123.816664023544,1102.1608101720976,1121.7919921875,4537258.0
2021-02-25,1134.2486958235556,1144.196358621312,1119.767469256633,1122.0123291015625,8788221.0
2021-02-26,1117.1264049578488,1121.792145299428,1095.7786387480553,1103.305419921875,15132388.0
2021-03-01,1112.1087025290365,1130.7714503167083,1108.3232821710671,1115.3658447265625,5756286.0
2021-03-02,1128.7906813469826,1153.219569167126,1126.1056615030825,1148.3778076171875,10461434.0
2021-03-03,1161.3183891733063,1185.791334230148,1151.458845711235,1182.7542724609375,9056399.0
2021-03-04,1175.227543893149,1200.6247618326536,1167.216651041202,1171.134033203125,12041941.0
2021-03-05,1169.5053749599265,1179.6290571669565,1148.861909443889,1159.1175537109375,6486176.0
2021-03-08,1166.2484743431803,1184.999233830919,1159.5579535326617,1175.887939453125,5119392.0
2021-03-09,1170.385710330257,1188.8283756056833,1160.922268144435,1184.514892578125,6518173.0
2021-03-10,1194.5067956962514,1209.5602533395015,1192.8341654112262,1204.410400390625,7925984.0
2021-03-12,1208.679778537626,1225.1417252536396,1206.0828766227546,1210.308349609375,9462061.0
2021-03-15,1206.038876053752,1214.7540689860443,1195.9151920576803,1209.2080078125,6658635.0
2021-03-16,1220.1679808287265,1237.7303276282514,1215.2821602352783,1218.36328125,9352771.0
2021-03-17,1225.625954097866,1232.4484365142844,1216.602670901958,1221.0042724609375,7626744.0
2021-03-18,1226.9464622249843,1226.9464622249843,1156.3007556107748,1177.0762939453125,10961755.0
2021-03-19,1170.826045008895,1193.0100744562517,1160.2622009937772,1183.546630859375,12767112.0
2021-03-22,1188.5204685629212,1211.3207868423383,1176.1959838130715,1206.7431640625,4862758.0
2021-03-23,1208.195522593947,1217.703024581029,1196.883428513493,1207.4033203125,7165335.0
2021-03-24,1195.3430568663478,1206.4350726296036,1185.1313615201914,1191.7337646484375,6134303.0
2021-03-25,1185.5712463471802,1190.6330875697502,1168.7130927832975,1174.171142578125,8749994.0
2021-03-26,1183.7666580566158,1194.3305015997794,1172.586633291157,1176.283935546875,4922071.0
2021-03-30,1185.7036085686948,1232.4486019059286,1176.240163946917,1219.5079345703125,10546381.0
2021-03-31,1216.6026911950014,1221.88461315388,1200.1407440742212,1204.322265625,8220987.0
